	质量 A		
t	x	y	
20.850	2.099E-2	-4.802E-2
20.884	2.811E-2	-3.488E-2
20.918	2.542E-2	-1.330E-2
20.951	2.869E-2	-8.411E-4
20.985	3.954E-2	2.529E-2
21.019	4.579E-2	4.095E-2
21.053	4.569E-2	5.468E-2
21.087	5.371E-2	6.422E-2
21.121	5.241E-2	6.901E-2
21.155	5.369E-2	7.912E-2
21.189	3.897E-2	8.442E-2
21.223	2.848E-2	8.447E-2
21.257	2.072E-2	7.925E-2
21.291	1.748E-2	7.092E-2
21.325	5.467E-3	8.021E-2
21.359	-3.537E-3	6.569E-2
21.393	-1.169E-2	5.773E-2
21.427	-2.073E-2	4.953E-2
21.461	-2.946E-2	3.957E-2
21.495	-3.816E-2	2.769E-2
21.529	-4.390E-2	8.853E-3
21.563	-5.663E-2	6.686E-3
21.597	-6.728E-2	-6.790E-3
21.631	-7.124E-2	-1.921E-2
21.665	-6.878E-2	-2.895E-2
21.699	-7.600E-2	-4.070E-2
21.732	-7.465E-2	-4.560E-2
21.766	-7.012E-2	-4.333E-2
21.800	-6.206E-2	-2.451E-2
21.834	-4.966E-2	-1.634E-2
21.868	-4.670E-2	-1.426E-2
21.902	-3.411E-2	3.246E-3
21.936	-2.179E-2	1.871E-2
21.970	-2.737E-2	3.634E-2
22.004	-1.793E-2	5.089E-2
22.038	-1.804E-2	6.070E-2
22.072	-1.335E-2	6.584E-2
22.106	-8.153E-3	7.473E-2
22.140	-3.994E-3	8.127E-2
22.174	-1.795E-4	8.511E-2
22.208	6.337E-3	8.162E-2
22.242	1.263E-2	8.293E-2
22.276	6.840E-3	9.213E-2
22.310	1.844E-2	7.880E-2
22.344	1.552E-2	7.802E-2
22.378	1.494E-2	7.199E-2
22.412	1.761E-2	7.068E-2
22.446	1.185E-2	5.655E-2
22.480	1.507E-2	5.088E-2
22.514	1.822E-2	3.074E-2
22.547	1.338E-2	1.975E-2
22.581	1.032E-2	-9.419E-4
22.615	2.097E-2	-2.168E-2
22.649	2.497E-2	-2.109E-2
22.683	2.428E-2	-3.104E-2
22.717	2.111E-2	-4.916E-2
22.751	2.360E-2	-5.415E-2
22.785	2.819E-2	-4.892E-2
22.819	3.059E-2	-5.290E-2
22.853	2.568E-2	-5.845E-2
22.887	2.671E-2	-4.898E-2
22.921	2.872E-2	-3.034E-2
22.955	2.630E-2	-5.271E-3
22.989	2.557E-2	1.171E-2
23.023	1.676E-2	3.476E-2
23.057	1.978E-2	5.055E-2
23.091	2.018E-2	5.854E-2
23.125	2.068E-2	6.972E-2
23.159	2.587E-2	7.012E-2
23.193	2.436E-2	7.727E-2
23.227	2.212E-2	8.265E-2
23.261	1.949E-2	8.592E-2
23.295	1.616E-2	8.697E-2
23.328	4.172E-3	9.185E-2
23.362	-3.476E-4	8.775E-2
23.396	-5.152E-3	8.161E-2
23.430	-9.913E-3	7.383E-2
23.464	-1.476E-2	6.440E-2
23.498	-1.570E-2	5.585E-2
23.532	-2.014E-2	4.452E-2
23.566	-2.474E-2	3.098E-2
23.600	-3.026E-2	1.502E-2
23.634	-3.857E-2	-3.552E-3
23.668	-5.176E-2	-1.902E-2
23.702	-6.154E-2	-3.192E-2
23.736	-6.975E-2	-3.208E-2
23.770	-6.933E-2	-3.039E-2
23.804	-6.591E-2	-3.344E-2
23.838	-7.794E-2	-4.168E-2
23.872	-7.325E-2	-3.209E-2
23.906	-6.572E-2	-1.364E-2
23.940	-5.465E-2	-1.023E-2
23.974	-4.514E-2	6.178E-3
24.008	-3.706E-2	2.230E-2
24.042	-3.104E-2	3.516E-2
24.076	-2.560E-2	4.628E-2
24.109	-2.527E-2	5.500E-2
24.143	-1.882E-2	6.316E-2
24.177	-1.207E-2	6.977E-2
24.211	-5.308E-3	7.445E-2
24.245	1.560E-3	7.716E-2
24.279	8.461E-3	7.747E-2
24.313	9.047E-3	7.767E-2
24.347	2.390E-2	8.166E-2
24.381	2.677E-2	7.876E-2
24.415	2.894E-2	7.316E-2
24.449	2.822E-2	6.098E-2
24.483	2.832E-2	5.155E-2
24.517	3.626E-2	4.029E-2
24.551	3.526E-2	3.722E-2
24.585	3.069E-2	2.277E-2
24.619	2.799E-2	5.053E-3
24.653	2.513E-2	-1.416E-2
24.687	3.098E-2	-2.472E-2
24.721	3.183E-2	-4.628E-2
24.755	3.349E-2	-5.190E-2
24.789	3.708E-2	-4.744E-2
24.823	3.632E-2	-5.137E-2
24.857	2.582E-2	-2.930E-2
24.890	1.717E-2	-2.002E-2
24.924	1.586E-2	-6.294E-3
24.958	1.307E-2	7.430E-3
24.992	1.292E-2	2.184E-2
25.026	1.361E-2	3.558E-2
25.060	1.552E-2	4.714E-2
25.094	1.167E-2	5.725E-2
25.128	8.767E-3	5.868E-2
25.162	7.919E-3	6.789E-2
25.196	7.935E-3	7.428E-2
25.230	1.367E-2	7.653E-2
25.264	4.643E-3	8.167E-2
25.298	5.610E-4	8.397E-2
25.332	2.675E-3	7.858E-2
25.366	-8.560E-3	8.181E-2
25.400	-9.845E-3	8.122E-2
25.434	-9.957E-3	7.648E-2
25.468	-1.457E-2	6.062E-2
25.502	-1.821E-2	5.329E-2
25.536	-2.097E-2	4.428E-2
25.570	-2.304E-2	3.391E-2
25.604	-2.529E-2	2.045E-2
25.638	-2.836E-2	7.592E-3
25.672	-3.386E-2	-7.990E-3
25.705	-4.162E-2	-2.225E-2
25.739	-5.036E-2	-3.249E-2
25.773	-5.893E-2	-3.849E-2
25.807	-6.720E-2	-4.289E-2
25.841	-5.744E-2	-4.127E-2
25.875	-6.846E-2	-2.543E-2
25.909	-6.755E-2	-1.692E-2
25.943	-6.507E-2	-5.163E-3
25.977	-6.149E-2	8.706E-3
26.011	-4.970E-2	1.113E-2
26.045	-4.045E-2	2.721E-2
26.079	-3.468E-2	4.657E-2
26.113	-2.928E-2	4.136E-2
26.147	-1.946E-2	5.409E-2
26.181	-1.083E-2	5.968E-2
26.215	-3.812E-3	6.193E-2
26.249	1.097E-2	6.204E-2
26.283	1.955E-2	6.388E-2
26.317	2.674E-2	6.368E-2
26.351	3.319E-2	6.139E-2
26.385	3.776E-2	5.718E-2
26.419	4.033E-2	5.152E-2
26.453	4.051E-2	4.993E-2
26.486	4.177E-2	4.065E-2
26.520	3.808E-2	2.501E-2
26.554	3.528E-2	2.042E-2
26.588	3.540E-2	5.837E-3
26.622	3.520E-2	-9.007E-3
26.656	3.794E-2	-2.175E-2
26.690	2.847E-2	-3.625E-2
26.724	3.420E-2	-3.707E-2
26.758	1.525E-2	-4.908E-2
26.792	1.449E-2	-3.891E-2
26.826	1.015E-2	-3.345E-2
26.860	5.268E-3	-2.471E-2
26.894	-7.155E-4	-1.104E-2
26.928	-6.693E-3	2.238E-3
26.962	-4.612E-3	7.455E-3
26.996	-9.811E-3	2.433E-2
27.030	-1.443E-2	3.014E-2
27.064	-1.765E-2	4.746E-2
27.098	-2.687E-2	5.928E-2
27.132	-3.349E-2	5.071E-2
27.166	-4.054E-2	6.129E-2
27.200	-4.284E-2	6.503E-2
27.234	-4.155E-2	7.158E-2
27.267	-3.902E-2	6.963E-2
27.301	-4.860E-2	6.472E-2
27.335	-4.802E-2	6.044E-2
27.369	-4.499E-2	6.294E-2
27.403	-4.381E-2	5.655E-2
27.437	-4.155E-2	4.698E-2
27.471	-3.885E-2	4.247E-2
27.505	-3.667E-2	3.006E-2
27.539	-2.777E-2	1.866E-2
27.573	-2.806E-2	5.013E-3
27.607	-2.780E-2	-7.576E-3
27.641	-3.601E-2	-2.109E-2
27.675	-3.458E-2	-4.017E-2
27.709	-3.551E-2	-3.232E-2
27.743	-2.380E-2	-4.360E-2
27.777	-4.315E-2	-4.310E-2
27.811	-4.049E-2	-2.968E-2
27.845	-3.866E-2	-3.737E-2
27.879	-4.123E-2	-2.648E-2
27.913	-4.701E-2	-4.085E-3
27.947	-4.307E-2	1.260E-2
27.981	-4.147E-2	2.604E-2
28.015	-4.552E-2	2.851E-2
28.049	-5.286E-2	3.786E-2
28.082	-5.550E-2	4.547E-2
